gene_name	omim_inheritance	omim_phenotype
GCPS	AD	polydactyly, postaxial, types a1 and b, 174200 (3), ; greig cephalopolysyndactyly syndrome, 175700 (3), ; polydactyly, preaxial, type iv, 174700 (3), ; pallister-hall syndrome, 146510 (3),
GCR2		
GCS	AR	hemolytic anemia due to gamma-glutamylcysteine synthetase deficiency, 230450 (3), ; {myocardial infarction, susceptibility to}, 608446 (3)
GCS1	AR	congenital disorder of glycosylation, type iib, 606056 (3),
GCS1L		
GCSAM		
GCSF		
GCSFR	AR	neutropenia, severe congenital, 7, 617014 (3),
GCSH	AR	?glycine encephalopathy, 605899 (3),
GCSL	AR	dihydrolipoamide dehydrogenase deficiency, 246900 (3),
GCSP	AR	glycine encephalopathy, 605899 (3),
GCST	AR	glycine encephalopathy, 605899 (3),
GCT		
GCTG		
GCX-1		
GD		
GdA		
GDA		
GDAP1	AR,AD	charcot-marie-tooth disease, intermediate, a, 608340 (3), ; charcot-marie-tooth disease, type 4a, 214400 (3), ; charcot-marie-tooth disease, axonal, type 2k, 607831 (3), ; charcot-marie-tooth disease, axonal, with vocal cord paresis, 607706 (3),
GDAP2	AR	spinocerebellar ataxia, 27, 618369 (3),
GDCA		
GDCF-2	AD	{hiv-1, resistance to}, 609423 (3); {mycobacterium tuberculosis, susceptibility to}, 607948 (3); {spina bifida, susceptibility to}, 182940 (3), ; {coronary artery disease, modifier of} (3)
GDD1	AR,AD	miyoshi muscular dystrophy 3, 613319 (3), ; muscular dystrophy, limb-girdle, 12, 611307 (3), ; gnathodiaphyseal dysplasia, 166260 (3),
GDDR		
GDE	AR	glycogen storage disease iiib, 232400 (3), ; glycogen storage disease iiia, 232400 (3),
GDE1		
GDE2		
GDE3		
GDE4		
GDE5		
GDEP		
GdF		
GDF1	AR,AD	right atrial isomerism (ivemark), 208530 (3), ; congenital heart defects, multiple types, 6, 613854 (3),
GDF10		
GDF11		?vertebral hypersegmentation and orofacial anomalies, 619122 (3)
GDF15		
GDF2	AD	telangiectasia, hereditary hemorrhagic, type 5, 615506 (3),
GDF3	AD	microphthalmia, isolated 7, 613704 (3), ; microphthalmia with coloboma 6, 613703 (3), ; klippel-feil syndrome 3, 613702 (3)
GDF5	AR,AD	?acromesomelic dysplasia, hunter-thompson type, 201250 (3), ; symphalangism, proximal, 1b, 615298 (3), ; brachydactyly, type a1, c, 615072 (3), ; chondrodysplasia, grebe type, 200700 (3), ; brachydactyly, type a2, 112600 (3), ; du pan syndrome, 228900 (3), ; {osteoarthritis-5}, 612400 (3); brachydactyly, type c, 113100 (3), ; multiple synostoses syndrome 2, 610017 (3),
GDF6	AR,AD	leber congenital amaurosis 17, 615360 (3), ; klippel-feil syndrome 1, 118100 (3), ; multiple synostoses syndrome 4, 617898 (3), ; microphthalmia with coloboma 6, digenic, 613703 (3), ; microphthalmia, isolated 4, 613094 (3)
GDF7		
GDF8		muscle hypertrophy, 614160 (3)
GDF9	AR	?premature ovarian failure 14, 618014 (3),
GDF9B	XL	ovarian dysgenesis 2, 300510 (3), ; premature ovarian failure 4, 300510 (3),
GDH	AR,AD	cortisone reductase deficiency 1, 604931 (3), |hyperinsulinism-hyperammonemia syndrome, 606762 (3),
GDI1	XL,XLD	mental retardation, 41, 300849 (3),
GDI2		
GDIA1	AR	nephrotic syndrome, type 8, 615244 (3),
GDIA2		
GDID4		
GDIL	XL,XLD	mental retardation, 41, 300849 (3),
GDN		
GDNF	AD	{pheochromocytoma, modifier of}, 171300 (3), ; {hirschsprung disease, susceptibility to, 3}, 613711 (3), ; central hypoventilation syndrome, 209880 (3),
GDNFR		
GDNFRA		
GDNFRB		
Gdown		
Gdown1		
GDPD1		
GDPD2		
GDPD3		
GDPD5		
GDPD6		
GDPGP1		
GdS		
GDT1	AR	congenital disorder of glycosylation, type iik, 614727 (3),
GDX		
Ge		{malaria, resistance to}, 611162 (3); [blood group, gerbich], 616089 (3)
Ge-1		
gec1		
GEF-H1	AR	?neurodevelopmental disorder with midbrain and hindbrain malformations, 617523 (3),
Gef10	AD	?slowed nerve conduction velocity, ad, 608236 (3),
GEF16		
GEF2		
GEF3		
GEF5		
GEF720	AR	spinal muscular atrophy, distal, 4, 611067 (3), ; charcot-marie-tooth disease, intermediate c, 615376 (3),
GEFH1	AR	?neurodevelopmental disorder with midbrain and hindbrain malformations, 617523 (3),
GEFSP2	AD	febrile seizures, familial, 3a, 604403 (3), ; migraine, familial hemiplegic, 3, 609634 (3), ; dravet syndrome, 607208 (3), ; epilepsy, generalized, with febrile seizures plus, type 2, 604403 (3),
GEFT		
Gem	AD	meier-gorlin syndrome 6, 616835 (3),
GEM		
GEMC1		
GEMIN1	AR,AR	{spinal muscular atrophy, type iii, modifier of}, 253400 (3), |spinal muscular atrophy-2, 253550 (3), ; spinal muscular atrophy-3, 253400 (3), ; spinal muscular atrophy-1, 253300 (3), ; spinal muscular atrophy-4, 271150 (3),
GEMIN2		
GEMIN3		
GEMIN4	AR	neurodevelopmental disorder with microcephaly, cataracts, and renal abnormalities, 617913 (3),
GEMIN5		
GEMIN6		
GEMIN7		
GEMIN8		
Gen		
GEN1		
GENE-33		
gene59		
Genesis	AD	{autoimmune disease, susceptibility to, 1}, 607836 (3),
GENX-3414		
GENX-3947	AD	dystonia 24, 615034 (3),
gep		
GEP100	AR	intellectual developmental disorder with short stature and behavioral abnormalities, 618687 (3),
GERP		
GES		
GET1		
GET2		
GET3		
GET4		
GET5		
GF1	XL,XLR,AD	leukemia, megakaryoblastic, with or without down syndrome, somatic, 190685 (3); anemia, with/without neutropenia and/or platelet abnormalities, 300835 (3), ; thrombocytopenia, with or without dyserythropoietic anemia, 300367 (3), ; thrombocytopenia with beta-thalassemia, 314050 (3), |noonan syndrome 4, 610733 (3), ; ?fibromatosis, gingival, 1, 135300 (3),
GFA	AR	myasthenia, congenital, 12, with tubular aggregates, 610542 (3),
GFAP	AD	alexander disease, 203450 (3),
GFAT	AR	myasthenia, congenital, 12, with tubular aggregates, 610542 (3),
GFAT1	AR	myasthenia, congenital, 12, with tubular aggregates, 610542 (3),
GFAT2		
GFER	AR	myopathy, mitochondrial progressive, with congenital cataract and developmental delay, 613076 (3),
gfg		
gfg-1		
GFI-1	AD	?neutropenia, nonimmune chronic idiopathic, of adults, 607847 (3), ; neutropenia, severe congenital 2, 613107 (3),
GFI1	AD	?neutropenia, nonimmune chronic idiopathic, of adults, 607847 (3), ; neutropenia, severe congenital 2, 613107 (3),
GFI1A	AD	?neutropenia, nonimmune chronic idiopathic, of adults, 607847 (3), ; neutropenia, severe congenital 2, 613107 (3),
GFI1B	AR,AD	bleeding disorder, platelet-type, 17, 187900 (3),
GFI2		
GFM	AR	combined oxidative phosphorylation deficiency 1, 609060 (3),
GFM1	AR	combined oxidative phosphorylation deficiency 1, 609060 (3),
GFM2	AR	combined oxidative phosphorylation deficiency 39, 618397 (3),
GFND2	AD	glomerulopathy with fibronectin deposits 2, 601894 (3), ; spondylometaphyseal dysplasia, corner fracture type, 184255 (3),
GFPP		
GFPT	AR	myasthenia, congenital, 12, with tubular aggregates, 610542 (3),
GFPT1	AR	myasthenia, congenital, 12, with tubular aggregates, 610542 (3),
GFPT2		
GFR-ALPHA-1		
GFRa-3		
GFRA1		
GFRA2		
GFRA3		
GFRA4		
GFRAL		
GFRP		
GFRP1		
GFUS		
GFY		
GG2-1		
GGA1		
GGA3		
GGACT		
GGAP1		
Ggc		
GGCT		
GGCX	AR	vitamin k-dependent clotting factors, combined deficiency of, 1, 277450 (3), ; pseudoxanthoma elasticum-like disorder with multiple coagulation factor deficiency, 610842 (3)
GGF		{?schizophrenia, susceptibility to}, 603013 (1)
GGH		
GGN		
GGNBP2		
GGPPS1		
GGPS1		
GGR		mahvash disease, 619290 (3)
GGT	AR	?glutathioninuria, 231950 (3), |[gamma-glutamyltransferase, familial high serum], 137181 (2)
GGT-REL		
GGT1	AR	?glutathioninuria, 231950 (3),
GGT2		[gamma-glutamyltransferase, familial high serum], 137181 (2)
GGT5		
GGT6		
GGT7		
GGTA		
GGTA1		
GGTA1P		
GGTB2	AR	congenital disorder of glycosylation, type iid, 607091 (3),
GGTI		
GGTL3		
GGTL4		
GGTL5		
GGTLA1		
GGTLA3		
GGTLA4		
GGTLC1		
GGTLC2		
GGTLC3		
GH	AR,AD	kowarski syndrome, 262650 (3), ; growth hormone deficiency, isolated, type ia, 262400 (3), ; growth hormone deficiency, isolated, type ib, 612781 (3); growth hormone deficiency, isolated, type ii, 173100 (3),
GH-N	AR,AD	kowarski syndrome, 262650 (3), ; growth hormone deficiency, isolated, type ia, 262400 (3), ; growth hormone deficiency, isolated, type ib, 612781 (3); growth hormone deficiency, isolated, type ii, 173100 (3),
GH-V		
GH1	AR,AD	kowarski syndrome, 262650 (3), ; growth hormone deficiency, isolated, type ia, 262400 (3), ; growth hormone deficiency, isolated, type ib, 612781 (3); growth hormone deficiency, isolated, type ii, 173100 (3),
GH2		
GHBP	AR,AD	{hypercholesterolemia, familial, modifier of}, 143890 (3), ; increased responsiveness to growth hormone, 604271 (3), ; laron dwarfism, 262500 (3), ; growth hormone insensitivity, partial, 604271 (3),
GHDC		
GHF-1	AR,AD	pituitary hormone deficiency, combined, 1, 613038 (3),
GHITM		
GHL		
GHN	AR,AD	kowarski syndrome, 262650 (3), ; growth hormone deficiency, isolated, type ia, 262400 (3), ; growth hormone deficiency, isolated, type ib, 612781 (3); growth hormone deficiency, isolated, type ii, 173100 (3),
GHR	AR,AD	{hypercholesterolemia, familial, modifier of}, 143890 (3), ; increased responsiveness to growth hormone, 604271 (3), ; laron dwarfism, 262500 (3), ; growth hormone insensitivity, partial, 604271 (3),
ghrelin	AR,AD,MF	{obesity, susceptibility to}, 601665 (3), ,
GHRF		?isolated growth hormone deficiency due to defect in ghrf (1); gigantism due to ghrf hypersecretion (1)
GHRH		?isolated growth hormone deficiency due to defect in ghrf (1); gigantism due to ghrf hypersecretion (1)
GHRHR	AR	growth hormone deficiency, isolated, type iv, 618157 (3),
GHRL	AR,AD,MF	{obesity, susceptibility to}, 601665 (3), ,
GHRL-AS1		
GHRLOS		
GHSR	AR,AD	growth hormone deficiency, isolated partial, 615925 (3),
GHV		
GI24		
giantin		
GIBT	AR	combined oxidative phosphorylation deficiency 5, 611719 (3), ; ovarian dysgenesis 7, 618117 (3),
GID2		
GID2A		
GID3		
GID4		
GID5		
GID7	AD	skraban-deardorff syndrome, 617616 (3),
GID8		
GID9		
GIDE		
Gie1		
Gie2		
GIF	AR	{rheumatoid arthritis, systemic juvenile, susceptibility to}, 604302 (3)|intrinsic factor deficiency, 261000 (3),
GIG	AR	giant axonal neuropathy-1, 256850 (3),
GIG1		
GIG16		
GIG18		{glucocorticoid therapy, response to}, 614400 (3)
GIG2		
GIG3	AR	infections, recurrent, with encephalopathy, hepatic dysfunction, and cardiovascular malformations, 613759 (3),
GIG33	AD	diamond-blackfan anemia 5, 612528 (3),
GIG39		
GIG8		
GIGYF1		
GIGYF2		{parkinson disease 11}, 607688 (3)
GIIA	AD	polycystic kidney disease 3, 600666 (3),
GIIB	AD	polycystic liver disease 1, 174050 (3),
GIII-SPLA2		
GIL		[blood group gil], 607457 (3)
GILT		
GILZ		
GIMAP1		
GIMAP2		
GIMAP4		
GIMAP5		
GIMAP6		
GIMAP7		
GIMAP8		
GIMPC		
GINGF	AD	noonan syndrome 4, 610733 (3), ; ?fibromatosis, gingival, 1, 135300 (3),
GINS1	AR	immunodeficiency 55, 617827 (3),
GINS2		
GINS3		
GINS4		
GIOT-1		
GIOT-3		
GIOT-4		
GIP	AD	ventricular tachycardia, idiopathic, 192605 (3), ; pituitary adenoma, acth-secreting, somatic (3)
gIP-10		
GIP130		
GIPC	AD	oculopharyngodistal myopathy 2, 618940 (3),
GIPC1	AD	oculopharyngodistal myopathy 2, 618940 (3),
GIPC2		
GIPC3	AR	deafness, 15, 601869 (3),
GIPIE		
GIPR		
GIRK1		
GIRK2	AD	keppen-lubinsky syndrome, 614098 (3),
GIRK3		
GIRK4	AD	long qt syndrome 13, 613485 (3), ; hyperaldosteronism, familial, type iii, 613677 (3),
GISP		
GIT	AD	cole-carpenter syndrome 1, 112240 (3),
GIT1		
GIT2		
GITA		
GITR		
GIV	AR	?peho syndrome-like, 617507 (3),
GIYD1		
GIYD2		
GJA1	AD,AR	erythrokeratodermia variabilis et progressiva 3, 617525 (3), ; craniometaphyseal dysplasia, 218400 (3), ; atrioventricular septal defect 3, 600309 (3), ; oculodentodigital dysplasia, 164200 (3), ; syndactyly, type iii, 186100 (3), ; oculodentodigital dysplasia, 257850 (3), ; hypoplastic left heart syndrome 1, 241550 (3), ; palmoplantar keratoderma with congenital alopecia, 104100 (3),
GJA10		
GJA11		
GJA12	AR,AD	spastic paraplegia 44, 613206 (3), ; lymphatic malformation 3, 613480 (3), ; leukodystrophy, hypomyelinating, 2, 608804 (3),
GJA3	AD	cataract 14, multiple types, 601885 (3),
GJA4		
GJA5	AD	atrial fibrillation, familial, 11, 614049 (3), ; atrial standstill, digenic (gja5/scn5a), 108770 (3),
GJA7		
GJA8	AD	cataract 1, multiple types, 116200 (3),
GJA9		
GJAL	AD,AR	erythrokeratodermia variabilis et progressiva 3, 617525 (3), ; craniometaphyseal dysplasia, 218400 (3), ; atrioventricular septal defect 3, 600309 (3), ; oculodentodigital dysplasia, 164200 (3), ; syndactyly, type iii, 186100 (3), ; oculodentodigital dysplasia, 257850 (3), ; hypoplastic left heart syndrome 1, 241550 (3), ; palmoplantar keratoderma with congenital alopecia, 104100 (3),
GJB1	XLD,XL	charcot-marie-tooth neuropathy, 1, 302800 (3),
GJB2	AD,AR	deafness, 3a, 601544 (3), ; deafness, 1a, 220290 (3), digenic ; bart-pumphrey syndrome, 149200 (3), ; vohwinkel syndrome, 124500 (3), ; keratoderma, palmoplantar, with deafness, 148350 (3), ; keratitis-ichthyosis-deafness syndrome, 148210 (3), ; hystrix-like ichthyosis with deafness, 602540 (3),
GJB3	AD,AR	deafness, 2b, 612644 (3), ; deafness, (3); deafness, with peripheral neuropathy (3); deafness, digenic, gjb2/gjb3, 220290 (3), digenic ; erythrokeratodermia variabilis et progressiva 1, 133200 (3),
GJB4	AD	erythrokeratodermia variabilis et progressiva 2, 617524 (3),
GJB5		
GJB6	AD,AR	deafness, 3b, 612643 (3), ; deafness, 1b, 612645 (3), ; deafness, digenic gjb2/gjb6, 220290 (3), digenic ; ectodermal dysplasia 2, clouston type, 129500 (3),
GJB7		
GJC1		
GJC2	AR,AD	spastic paraplegia 44, 613206 (3), ; lymphatic malformation 3, 613480 (3), ; leukodystrophy, hypomyelinating, 2, 608804 (3),
GJC3		
GJD2		
GJD3		
GJD4		
GJE1		
GK	XLR,XL	glycerol kinase deficiency, 307030 (3),
GK001	AR	trichohepatoneurodevelopmental syndrome, 618268 (3),
GK002	AR	combined oxidative phosphorylation deficiency 5, 611719 (3), ; ovarian dysgenesis 7, 618117 (3),
GK1	XLR,XL	glycerol kinase deficiency, 307030 (3),
GK2		
GKAP		
GKAP1		
GKAP42		
GKD	XLR,XL	glycerol kinase deficiency, 307030 (3),
GKLF		
GKLP	AR	spinocerebellar ataxia, 21, 616719 (3),
GKN1		
GKN2		
GL	AR	osteopetrosis, 5, 259720 (3),
GL004	AR	encephalopathy due to defective mitochondrial and peroxisomal fission 2, 617086 (3),
GL009	AR	neutropenia, severe congenital, 6, 616022 (3),
GL010	AR	mast syndrome, 248900 (3),
GL011		
GL014		
GL50		
GLA	XL	fabry disease, 301500 (3), ; fabry disease, cardiac variant, 301500 (3),
GLAST	AD	episodic ataxia, type 6, 612656 (3),
GLB1	AR	gm1-gangliosidosis, type iii, 230650 (3), ; gm1-gangliosidosis, type i, 230500 (3), ; mucopolysaccharidosis type ivb (morquio), 253010 (3), ; gm1-gangliosidosis, type ii, 230600 (3),
GLBA	AR	gaucher disease, atypical, 610539 (3); krabbe disease, atypical, 611722 (3), ; combined sap deficiency, 611721 (3), ; metachromatic leukodystrophy due to sap-b deficiency, 249900 (3),
GLC1A	AD	glaucoma 1a, primary open angle, 137750 (3),
GLC1E	AD	{glaucoma, normal tension, susceptibility to}, 606657 (3); glaucoma 1, open angle, e, 137760 (3), ; amyotrophic lateral sclerosis 12 with or without frontotemporal dementia, 613435 (3)
GLC1F	AD	glaucoma 1, open angle, f, 603383 (3),
GLC1G		glaucoma 1, open angle, g, 609887 (3)
GLC1O		glaucoma 1, open angle, 1o, 613100 (3)
GLC3A	AR	glaucoma 3a, primary open angle, congenital, juvenile, or adult onset, 231300 (3), ; anterior segment dysgenesis 6, multiple subtypes, 617315 (3)
GlcAT-I	AR	multiple joint dislocations, short stature, craniofacial dysmorphism, with or without congenital heart defects, 245600 (3),
GlcAT-P		
GlcAT-S		
GLCCI1		{glucocorticoid therapy, response to}, 614400 (3)
GLCE		
GLCL	AR	hemolytic anemia due to gamma-glutamylcysteine synthetase deficiency, 230450 (3), ; {myocardial infarction, susceptibility to}, 608446 (3)
GLCLC	AR	hemolytic anemia due to gamma-glutamylcysteine synthetase deficiency, 230450 (3), ; {myocardial infarction, susceptibility to}, 608446 (3)
GLCLR		{myocardial infarction, susceptibility to}, 608446 (3)
GLCNAC-TI		
GLCT5		
GLD2		
GLDC	AR	glycine encephalopathy, 605899 (3),
GLDN	AR	lethal congenital contracture syndrome 11, 617194 (3),
GLE1	AR	congenital arthrogryposis with anterior horn cell disease, 611890 (3), ; lethal congenital contracture syndrome 1, 253310 (3),
GLE1L	AR	congenital arthrogryposis with anterior horn cell disease, 611890 (3), ; lethal congenital contracture syndrome 1, 253310 (3),
Gle2		
GLEPP1	AR	nephrotic syndrome, type 6, 614196 (3),
GLG1		
GLI	AR	polydactyly, postaxial, type a8, 618123 (3), ; polydactyly, preaxial i, 174400 (3),
GLI1	AR	polydactyly, postaxial, type a8, 618123 (3), ; polydactyly, preaxial i, 174400 (3),
GLI2	AD	culler-jones syndrome, 615849 (3), ; holoprosencephaly 9, 610829 (3),
GLI3	AD	polydactyly, postaxial, types a1 and b, 174200 (3), ; greig cephalopolysyndactyly syndrome, 175700 (3), ; polydactyly, preaxial, type iv, 174700 (3), ; pallister-hall syndrome, 146510 (3),
GLI4		
GLIALCAM	AR,AD	megalencephalic leukoencephalopathy with subcortical cysts 2a, 613925 (3), ; megalencephalic leukoencephalopathy with subcortical cysts 2b, remitting, with or without mental retardation, 613926 (3),
GLIF		{rheumatoid arthritis, systemic juvenile, susceptibility to}, 604302 (3)
GLIO703		
GliPR		
GLIPR1		
GLIPR1L1		
GLIPR1L2		
GLIPR2		
GLIS1		
GLIS2		nephronophthisis 7, 611498 (3)
GLIS3	AR	diabetes mellitus, neonatal, with congenital hypothyroidism, 610199 (3),
GLK		
GLM-R	AD	?amyloidosis, primary localized cutaneous, 2, 613955 (3),
GLML	AD	glomuvenous malformations, 138000 (3),
GLMN	AD	glomuvenous malformations, 138000 (3),
Glmr	AD	?amyloidosis, primary localized cutaneous, 2, 613955 (3),
GLNN	AD	?epilepsy, familial temporal lobe, 8, 616461 (3),
GLNS	AR	glutamine deficiency, congenital, 610015 (3),
GLO1		
GLO2	AD	[glyoxalase ii deficiency], 614033 (1),
GLOB		[blood group, globoside system], 615021 (3); [blood group, p1pk system, p(k) phenotype], 111400 (3)
GLOD1		
GLOD2	AR	methylmalonyl-coa epimerase deficiency, 251120 (3),
GLOD3	AR,AD	tyrosinemia, type iii, 276710 (3), ; hawkinsinuria, 140350 (3),
GLOXD1	AR	spastic paraplegia 83, 619027 (3), ; neurodevelopmental disorder with progressive spasticity and brain white matter abnormalities, 619026 (3),
GLP		
GLP-1		
GLP-1R		
GLP1		
GLP1R		
GLP2		
GLP2R		
GLR		
GLRA1	AR,AD	hyperekplexia 1, 149400 (3),
GLRA2		
GLRA3		
GLRB	AR	hyperekplexia 2, 614619 (3),
GLRX		
GLRX2		
GLRX3		
GLRX4		
GLRX5	AR	anemia, sideroblastic, 3, pyridoxine-refractory, 616860 (3), ; spasticity, childhood-onset, with hyperglycinemia, 616859 (3),
GLS	AD,AR	?infantile cataract, skin abnormalities, glutamate excess, and impaired intellectual development, 618339 (3), ; global developmental delay, progressive ataxia, and elevated glutamine, 618412 (3), ; developmental and epileptic encephalopathy 71, 618328 (3),
GLS1	AD,AR	?infantile cataract, skin abnormalities, glutamate excess, and impaired intellectual development, 618339 (3), ; global developmental delay, progressive ataxia, and elevated glutamine, 618412 (3), ; developmental and epileptic encephalopathy 71, 618328 (3),
GLS2		
GLT-1	AD	developmental and epileptic encephalopathy 41, 617105 (3),
GLT25D1	AR	brain small vessel disease 3, 618360 (3),
GLT25D2		
GLT25D3		
GLT28D1	XL	developmental and epileptic encephalopathy 36, 300884 (3), ; ?congenital disorder of glycosylation, type is, 300884 (3),
GLT6D1		
GLT8D1		
GLT8D3		
GLT8D4		
GLTDC1		
GLTP		
GLTPD1		
GLTSCR1		
GLTSCR1L		
GLTSCR2		
GluA1		
GluA2	AD	neurodevelopmental disorder with language impairment and behavioral abnormalities, 618917 (3),
GluA3	XL,XLR	intellectual developmental disorder, syndromic, wu type, 300699 (3),
GluA4	AD	neurodevelopmental disorder with or without seizures and gait abnormalities, 617864 (3),
GLUC	AR,MF,AD	gaucher disease, type iii, 231000 (3), ; {parkinson disease, late-onset, susceptibility to}, 168600 (3), ; gaucher disease, type iiic, 231005 (3), ; gaucher disease, type i, 230800 (3), ; gaucher disease, perinatal lethal, 608013 (3), ; gaucher disease, type ii, 230900 (3), ; {lewy body dementia, susceptibility to}, 127750 (3),
GLUD	AD	hyperinsulinism-hyperammonemia syndrome, 606762 (3),
GluD1		
GLUD1	AD	hyperinsulinism-hyperammonemia syndrome, 606762 (3),
GluD2	AR	spinocerebellar ataxia, 18, 616204 (3),
GLUD2	MF,AD	{parkinson disease, age of onset, modifier}, 168600 (3),
GLUDP1	MF,AD	{parkinson disease, age of onset, modifier}, 168600 (3),
GluII	AD	polycystic kidney disease 3, 600666 (3),
GluK1		
GluK2	AR	mental retardation, 6, 611092 (3),
GluK3		
GluK4		
GluK5		
GLUL	AR	glutamine deficiency, congenital, 610015 (3),
GLULD1		
GluN1	AR,AD	neurodevelopmental disorder with or without hyperkinetic movements and seizures, 617820 (3), ; neurodevelopmental disorder with or without hyperkinetic movements and seizures, 614254 (3),
GluN2A	AD	epilepsy, focal, with speech disorder and with or without mental retardation, 245570 (3),
GluN2B	AD	intellectual developmental disorder, 6, with or without seizures, 613970 (3), ; developmental and epileptic encephalopathy 27, 616139 (3),
GluN2C		
GluN2D	AD	developmental and epileptic encephalopathy 46, 617162 (3),
GluN3A		
GluN3B		
Glup		
GLUPRORS	AR	leukodystrophy, hypomyelinating, 15, 617951 (3),
GluR-delta-2	AR	spinocerebellar ataxia, 18, 616204 (3),
